"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"45859",Kakapo Kids ECC,"04 801 7170","",info@kakapokids.co.nz,"19 - 21 Hopper Street",Te Aro,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Wellington City,Wellington Region,Wellington,Wellington Central,Te Tai Tonga,Mt Cook-Wallace Street,Lambton Ward,Jan Tromp,P O Box 9685,Marion Square,Wellington,"04-8010878","04-3846087","99171",Capital City Community of Learning,-41.298872000,"174.774305000","40","12","0","7","5","8","8","0","2020-07-01 00:00:00.0000000","28","20","3","0","4","0"
"45863",Whare Amai Early Learning Centre,"06 869 2070","",wa@twoa.ac.nz,"630 Childers Road",Te Hapara,Gisborne,Education and Care Service,Not Applicable,Community based,Yes,EQI 3,Gisborne District,Gisborne Region,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Gisborne Airport,Gisborne Ward,Kelly-Ann Kemp,P O Box 6076,Urlich,Hamilton 3246,"021-753782","","","",-38.657862000,"177.998433000","50","14","2","5","13","10","9","0","2020-07-01 00:00:00.0000000","39","1","38","0","0","0"
"80058",Jade-Star Childcare and Learning Centre,"03 456 2957","03 034 562958",jscc@xtra.co.nz,"214-216 South Road",Caversham,Dunedin,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Dunedin City,Otago Region,Otago/Southland,Taieri,Te Tai Tonga,Caversham,Area Outside Ward,Andrena King,"214/216 South Road",Caversham,Dunedin 9012,"03-4898621","","","",-45.894704000,"170.484367000","57","20","1","10","8","15","8","0","2020-07-01 00:00:00.0000000","42","23","11","0","4","0"
"25353",Fetu'u Moana Catholic Early Childhood Preschool,"09 277 0052","09 277 0032",nita@fetuumoana.org.nz,"54 Fairview Road",Papatoetoe,Auckland,Education and Care Service,Tongan ECE service,Community based,Yes,EQI 2,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Papatoetoe Central,Manukau Ward,Nita Takai,P O Box 200160,Papatoetoe,Auckland 2156,"09-2770052","09-2770032","","",-36.980278000,"174.861118000","30","5","1","3","4","7","5","0","2020-07-01 00:00:00.0000000","20","0","0","0","0","1"
"45847",St Heliers Little School,"09 575 8730","",grahaml@bellinghamwallace.co.nz,"34 Long Drive",St Heliers,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,St Heliers,Orakei Ward,Graham Lawrence,P O Box 22239,Khandallah,Wellington 6441,"","","","",-36.854036000,"174.851326000","30","0","0","0","6","6","7","0","2020-07-01 00:00:00.0000000","19","16","2","0","1","0"
"45855",Lollipops Browns Bay,"09 377 8700","","","41 Bute Road",Browns Bay,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Hibiscus and Bays,Auckland Region,Auckland,East Coast Bays,Te Tai Tokerau,Browns Bay,Albany Ward,Paula Hawkings,P O Box 105843,Auckland City,Auckland 1143,"09-4279047","","","",-36.714248000,"174.743222000","75","25","1","7","14","18","22","0","2020-07-01 00:00:00.0000000","62","35","1","0","22","2"
"60098",BestStart Pharazyn Street,"04 566 0881","09 250 1072",pharazyn@best-start.org,"100 Pharazyn Street",Melling,Lower Hutt,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Lower Hutt City,Wellington Region,Wellington,Hutt South,Te Tai Tonga,Melling,Western Ward,Kerry Pratchett,P O Box 276177,Manukau City,South Auckland 2241,"","","","",-41.204516000,"174.904235000","52","15","3","15","15","17","11","2","2020-07-01 00:00:00.0000000","63","26","14","0","18","4"
"46883",Wonder Home-based ECE,"","",vetikailahi@gmail.com,"47 A Valiant Street",Mangere,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 2,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,Vaopina Kailahi,"7 Princes Street",Otahuhu,Auckland 1062,"","","","",-36.964774000,"174.790812000","20","20","9","17","21","16","13","3","2020-07-01 00:00:00.0000000","79","1","0","0","0","0"
"46641",Organic Kids Limited,"","",louandbec@hotmail.com,"85 Kainga Road","",Christchurch,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Styx,Innes Ward,Louise Main,"85 Kainga Road",Christchurch,Christchurch 8083,"","","99039",Tōtaranui Kāhui Ako,-43.414428000,"172.657411000","80","80","5","21","16","14","11","3","2020-07-01 00:00:00.0000000","70","58","8","0","1","1"
"46047",Next Generation Birkenhead,"09 419 4481","",nextgen@xtra.co.nz,"76 Birkenhead Avenue",Birkenhead,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Kaipatiki,Auckland Region,Auckland,Northcote,Te Tai Tokerau,Kauri Park,North Shore Ward,Maree Moselen,"2 Rarere Road",Hauraki,North Shore City 0622,"09-489 3156","09-4893 149","99214",Te Ara Whetū Kāhui Ako,-36.809039000,"174.725357000","50","20","3","14","10","8","17","0","2020-07-01 00:00:00.0000000","52","36","7","0","6","2"
"46058",Karikari Educare,"09 408 7673","09 408 7673",karikarieducare@yahoo.co.nz,"1 Tokerau Beach Road","",Kaitaia,Education and Care Service,Not Applicable,Community based,Yes,EQI 1,Far North District,Northland Region,Tai Tokerau,Northland,Te Tai Tokerau,Karikari Peninsula-Maungataniwha,Te Hiku Ward,John McMahon,"1 Tokerau Beach Road RD 3","",Kaitaia 0483,"09-4087154","09-4087145","","",-34.870374000,"173.379344000","70","30","0","7","3","7","8","2","2020-07-01 00:00:00.0000000","27","6","21","0","0","0"
"45857",AppleSeed Educare,"09 630 9158","09 630 9158",info@appleseededucare.co.nz,"158 Balmoral Road",Mount Eden,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Mt Roskill,Tamaki Makaurau,Maungawhau,Albert-Eden-Roskill Ward,Monique Hollows,P O Box 78028,Grey Lynn,Auckland 1245,"","","","",-36.887836000,"174.750051000","33","8","0","4","10","7","7","1","2020-07-01 00:00:00.0000000","29","16","1","0","11","1"
"46649",Back2Nature - Koru,"","","","31 Ogle Crescent",Kamo,Whangarei,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Kamo East,Denby Ward,Jenny-Maree Hamilton,"31 Ogle Crescent, Kamo","",Whangarei 0112,"","","","",-35.677356000,"174.303200000","80","40","1","9","12","13","10","4","2020-07-01 00:00:00.0000000","49","27","19","0","3","0"
"46441",Peacocks Early Learning Centre Rockfield,"09 580 2486","",admin@peacocks.org.nz,"41 Rockfield Road",Penrose,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,One Tree Hill East,Maungakiekie-Tamaki Ward,Vandana Bhatia,"11 Combes Road",Remuera,Auckland 1050,"","","","",-36.904683000,"174.804211000","86","26","3","9","14","19","14","1","2020-07-01 00:00:00.0000000","60","24","5","0","27","4"
"46444",Home2Grow Childcare 2,"0508 466 324","",simran@home2grow.co.nz,"14 Springs Road",East Tamaki,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Otara East,Manukau Ward,Simran Naik,P O Box 217076,Botany Junction,Auckland 2164,"0508-466 324 Ext 1","","","",-36.952231000,"174.890589000","80","80","3","8","6","6","7","0","2020-07-01 00:00:00.0000000","30","0","0","0","4","0"
"46446",ChoiceKids Roscommon Road,"0800 4UR KID","",admin@choicekids.co.nz,"421 B Roscommon Road",Manurewa,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Clendon South,Manurewa-Papakura Ward,Paul Davys,P O Box 99273,Newmarket,Auckland 1149,"0800-487 543","","","",-37.029738000,"174.867593000","90","20","1","12","19","24","26","2","2020-07-01 00:00:00.0000000","84","4","30","0","12","1"
"46297",Riverlee Early Learning Centre,"07 866 5250","","","1746 The 309 Road","",Whitianga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Thames-Coromandel District,Waikato Region,Waikato,Coromandel,Hauraki-Waikato,Te Rerenga,Mercury Bay Ward,Kirsty Millen,Riverlee Early Learning Centre 1746 The 309 Road,"",Whitianga 3510,"07-8665250","","99155",Coromandel Community of Learning,-36.855113000,"175.612978000","40","12","1","6","8","12","11","2","2020-07-01 00:00:00.0000000","40","27","9","0","1","2"
"46887",BestStart Karaka,"09 250 4136","",karaka@best-start.org,"71 Hingaia Rd",Karaka,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Papakura,Auckland Region,Auckland,Papakura,Hauraki-Waikato,Hingaia,Manurewa-Papakura Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","","",-37.074325000,"174.923171000","110","25","4","15","23","29","32","6","2020-07-01 00:00:00.0000000","109","44","14","0","40","7"
"46889",Littlelees Preschool,"07 855 6699","",littleleespreschool@gmail.com,"91 Thomas Road",Rototuna,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Huntington,East Ward,Yan Ma,"91 Thomas Road",Huntington,Hamilton 3210,"07-8556699","","","",-37.731069000,"175.278138000","30","0","0","0","7","7","11","0","2020-07-01 00:00:00.0000000","25","3","2","0","20","0"
"46308",Bright Futures Hawkes Bay 3,"06 843 7280","06 843 7281","","112 Morris Spence Avenue",Onekawa,Napier,Homebased Network,Not Applicable,Community based,Yes,EQI 1,Napier City,Hawke's Bay Region,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Onekawa South,Nelson Park Ward,Anne-Marie Jordaan,P O Box 3041,Onekawa,Hawkes Bay 4142,"06-8437280","","","",-39.511139000,"176.892401000","80","80","0","3","4","0","0","1","2020-07-01 00:00:00.0000000","8","0","4","0","0","0"
"46055",Fundamentals Merivale,"03 355 1522","03 355 1521",merivale@fundamentals.co.nz,"5 Innes Road",Merivale,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Rutland,Fendalton Ward,Dianna Jenkinson,"2 Ti Kouka Eco Lane",Redcliffs,Christchurch 8081,"03-960 0000","","","",-43.508834000,"172.619435000","48","15","3","7","9","11","12","4","2020-07-01 00:00:00.0000000","46","31","4","0","4","7"
"46056",Bizzy Bodz Early Learning Centre Gisborne,"06 868 4872","","","804 Gladstone Road",Te Hapara,Gisborne,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Gisborne District,Gisborne Region,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Te Hapara,Gisborne Ward,Skye Pomana,P O Box 53,Whitford,South Auckland 2149,"06-8684872","","99081",Taha Hinengaro (Gisborne) Kāhui Ako,-38.651004000,"177.993636000","38","12","2","5","9","9","11","0","2020-07-01 00:00:00.0000000","36","3","32","0","1","0"
"46755",First Years Learning Centre,"06 927 5402","","","38 Smithfield Road",Tawhero,Whanganui,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Whanganui District,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Gonville East,Area Outside Ward,Katrina Culhane,"38 Smithfield Road",Tawhero,Whanganui 4500,"06-9275402","","99219",Takitini Rua Kāhui Ako,-39.936864000,"175.030659000","75","15","0","0","7","17","7","4","2020-07-01 00:00:00.0000000","35","22","9","0","0","1"
"46064",Little Adventurers' Early Learning Centre ,"04 238 9684","",info@littleadv.co.nz,"11 Heriot Drive","",Porirua,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru,Porirua Central,Western Ward,Amy Cook,P O Box 50375,"",Porirua 5240,"04-2366323","","99094",Te Puna Matauranga Kāhui Ako,-41.133665000,"174.836447000","55","20","1","11","14","23","20","0","2020-07-01 00:00:00.0000000","69","29","15","0","7","2"
"46638",Nanaksar Educare Centre,"09 266 2071","09 267 2666",aiectrust@gmail.com,"71 Great South Road",Manurewa,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Manurewa Central,Manurewa-Papakura Ward,Tarunjeet Kaur,P O Box 75411,Manurewa,Auckland 2102,"09-2689539","","","",-37.014068000,"174.891998000","49","15","4","4","8","11","8","2","2020-07-01 00:00:00.0000000","37","0","0","0","36","0"
"46642",Kids Create Limited 3,"","",barbara@inspired-ece.co.nz,"Unit 1, 363 East Tamaki Road",East Tamaki,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Botany,Tamaki Makaurau,Greenmount,Manukau Ward,Barbara Watson,P O Box 806,"",Nelson 7040,"","","","",-36.953741000,"174.894875000","80","80","2","1","2","1","3","0","2020-07-01 00:00:00.0000000","9","0","0","0","0","0"
"46443",Church Corner Nest,"03 349 4901","",cathy@nests.co.nz,"67 Main South Road",Sockburn,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Sockburn,Riccarton Ward,Sarah Forward,"34 Rata Street",Riccarton,Christchurch 8041,"03-3494901","","","",-43.533814000,"172.564835000","30","10","1","3","2","5","6","0","2020-07-01 00:00:00.0000000","17","6","2","0","5","2"
"46057",Active Explorers Upper Hutt,"04 528 0528","",sasha.stewart@eeg.co.nz,"851-857 Fergusson Drive",Upper Hutt CBD,Upper Hutt,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Upper Hutt City,Wellington Region,Wellington,Remutaka,Ikaroa-Rawhiti,Upper Hutt Central,Area Outside Ward,Sasha Stewart,P O Box 105843,Auckland City,Auckland 1143,"","","","",-41.125544000,"175.068755000","98","24","7","12","23","23","28","1","2020-07-01 00:00:00.0000000","94","48","21","0","18","1"
"25377",BestStart Dannemora,"09 265 1530","",dannemora@best-start.org,"15-19 Siedeberg Drive",East Tamaki,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Botany,Tamaki Makaurau,Baverstock Oaks,Howick Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","","",-36.955758000,"174.905225000","105","25","4","9","23","37","40","1","2020-07-01 00:00:00.0000000","114","6","5","0","83","18"
"60105",Active Explorers Masterton,"06 370 1037","",cm.masterton@activeexplorers.co.nz,"29 Albert Street",Lansdowne-Masterton,Masterton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Masterton District,Wellington Region,Wellington,Wairarapa,Ikaroa-Rawhiti,Masterton Central,Urban Ward,Shona Shields,P O Box 105843,Auckland City,Auckland 1143,"06-370 1037","","99204",Masterton (Whakaoriori) Kāhui Ako,-40.947049000,"175.660133000","80","28","6","12","23","20","27","2","2020-07-01 00:00:00.0000000","90","55","28","0","5","1"
"10423",Zero2Hero,"","",nikki@zero2hero.co.nz,"153 Beasley Road, RD 1",Parua Bay,Whangarei,Homebased Network,Not Applicable,Privately owned,Yes,EQI 3,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Pataua-Whareora,Whangarei Heads Ward,Nikki Peers,"153 Beasley Road RD 1","",Onerahi 0192,"","","99182",Te Tai Raki Whangarei Kāhui Ako,-35.736922000,"174.535017000","50","25","1","3","3","7","6","0","2020-07-01 00:00:00.0000000","20","11","6","0","0","0"
"20238",Palms Preschool,"09 440 9942","",info@palmspreschool.co.nz,"40 Caribbean Drive",Unsworth Heights,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Upper Harbour,Auckland Region,Auckland,Upper Harbour,Te Tai Tokerau,Unsworth Heights,Albany Ward,Fang Yang,"40 Caribbean Drive",Unsworth Heights,North Shore City 0632,"09-4739293","09-8237987","","",-36.755927000,"174.720404000","34","5","0","1","6","5","7","1","2020-07-01 00:00:00.0000000","20","1","0","0","17","2"
"46758",Kindercare Learning Centres - Peachgrove Road,"07 855 0045","",peachgrove@kindercare.co.nz,"355 Peachgrove Road",Fairfield,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Enderley,East Ward,Michelle Bailey,"60 Greville Road",Pinehill,Auckland 0632,"","","","",-37.766902000,"175.289914000","82","28","4","8","22","18","13","2","2020-07-01 00:00:00.0000000","67","11","38","0","8","3"
"46071",Apple Tree Childcare Centre Ballyboe,"09 950 3623","","","2 Ballyboe Place, Pinehill",Albany,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Upper Harbour,Auckland Region,Auckland,East Coast Bays,Te Tai Tokerau,Pinehill,Albany Ward,Ban Mutwali,"10 Chivalry Road",Albany,North Shore City 0629,"09-443 4920","","","",-36.730128000,"174.721724000","70","15","0","11","13","17","21","1","2020-07-01 00:00:00.0000000","63","11","0","0","38","14"
"46073",Active Explorers Melville,"07 839 5354","","","130 Collins Road",Melville,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Melville,West Ward,Rachel Paki,P O Box 105483,Auckland City,Auckland 1143,"07-8395354","","99105",Te Kaahui Ako o Mangakootukutuku,-37.820676000,"175.270226000","110","30","1","15","27","29","34","1","2020-07-01 00:00:00.0000000","107","43","37","0","27","0"
"46112",BestStart Mount Wellington,"09 574 6377","",mtwellington@best-start.org,"113-115 Mt Wellington Highway",Mt Wellington,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,Mt Wellington North,Maungakiekie-Tamaki Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","","",-36.903562000,"174.841448000","100","20","4","5","15","14","25","1","2020-07-01 00:00:00.0000000","64","4","13","0","25","2"
"46534",Creators Waipa,"07 870 5293","","","91 Chapel Drive","",Te Awamutu,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waipa District,Waikato Region,Waikato,Taranaki-King Country,Hauraki-Waikato,Te Awamutu South,Te Awamutu Ward,David Gibson,P O Box 10462,Te Rapa,Hamilton 3241,"0800-273286","","","",-38.020835000,"175.330809000","40","0","0","0","7","12","17","0","2020-07-01 00:00:00.0000000","36","29","4","0","2","1"
"46060",Kawatiri Kids ,"03 789 6369","",admin@kawatirikids.co.nz,"149 Derby Street","",Westport,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Buller District,West Coast Region,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Westport Urban,Westport Ward,Tina  Holland ,PO Box 628,"",Whangaparaoa 0943,"03-7895151","","99007",Buller Community of Learning,-41.759514000,"171.607400000","72","18","1","3","14","21","15","4","2020-07-01 00:00:00.0000000","58","42","12","0","3","1"
